CSV Report,5_07_2023_Gruppe1.csv
Worksheet Type,Thermal

METHOD
X mode,nm
Y mode,Abs
Collect mode,Wavelength
Wavelengths (nm),260.00
Averaging Time (s),.2
Spectral Bandwidth (nm),2
Detector module,Multicell Peltier UV-Vis
Zero,Off
Experiment Zones,1

Temperature Collection
Start (°C),20.0
Return (°C),20.0

Derivative
Lower limit (°C),-5
Upper limit (°C),110

Number of stages,1
Stage,Collect data,Data Interval (°C),Rate (°C/min),End (°C),Hold (min)
Stage 1,Yes,0.5,5.0,80.0,0.00

SAMPLES
Name,100_mM_K+_260.00nm_20.0-80.0C,,10_mM_K+_260.00nm_20.0-80.0C,,1_mM_K+_260.00nm_20.0-80.0C,,0_mM_K+_260.00nm_20.0-80.0C,
Collection Time,2023-07-05 09:54:31 (+02:00),,2023-07-05 09:54:31 (+02:00),,2023-07-05 09:54:31 (+02:00),,2023-07-05 09:54:31 (+02:00),
Cell Number,Cell 4,,Cell 5,,Cell 6,,Cell 7,
Module Serial Number,MY2226ZC01,,MY2226ZC01,,MY2226ZC01,,MY2226ZC01,
Instrument Serial Number,MY2228ZA03,,MY2228ZA03,,MY2228ZA03,,MY2228ZA03,
Instrument Name,MY2228ZA03,,MY2228ZA03,,MY2228ZA03,,MY2228ZA03,
,Temperature (°C),Abs,Temperature (°C),Abs,Temperature (°C),Abs,Temperature (°C),Abs
,20,0.193467603776316,20,0.175448946850523,20,0.182436793992477,20,0.208368181935634
,20.5,0.193575914141145,20.5,0.175466490574211,20.5,0.18234367263963,20.5,0.20815694875346
,21,0.193602465624238,21,0.175401297454863,21,0.182340867576778,21,0.208118641270264
,21.5,0.193583063380847,21.5,0.175409261538332,21.5,0.182294793938884,21.5,0.208082152525276
,22,0.193611509932303,22,0.175432364957084,22,0.18228561557988,22,0.2080983913966
,22.5,0.193614971748228,22.5,0.175460501395745,22.5,0.182290443142152,22.5,0.208108188700394
,23,0.193612422897575,23,0.17552454294904,23,0.182303377806171,23,0.208143160824491
,23.5,0.193664480838586,23.5,0.175571461515969,23.5,0.18234991455304,23.5,0.20820615018556
,24,0.193640796202427,24,0.175581476036479,24,0.182372525893078,24,0.20825659118786
,24.5,0.193641795511662,24.5,0.175706800028106,24.5,0.182351196277402,24.5,0.208290458676436
,25,0.193655737066112,25,0.175748595220175,25,0.18242324155223,25,0.208371470305206
,25.5,0.193747499116451,25.5,0.175774365655914,25.5,0.1824473344769,25.5,0.208422151502513
,26,0.19378186650268,26,0.175739918205918,26,0.182463816775716,26,0.208448591389695
,26.5,0.19373753437701,26.5,0.175751085463963,26.5,0.182544660908164,26.5,0.20852387629443
,27,0.193715296352053,27,0.175809911738248,27,0.182608672889754,27,0.20863644961646
,27.5,0.193912322727459,27.5,0.175981359399928,27.5,0.182751096925718,27.5,0.208737476931925
,28,0.193869208329739,28,0.176140420624298,28,0.182780844723304,28,0.208786287588997
,28.5,0.193812066257618,28.5,0.17617127220887,28.5,0.182892127085548,28.5,0.208897157416913
,29,0.193583486221911,29,0.176268683705582,29,0.182987174696279,29,0.208982430615845
,29.5,0.193428343279617,29.5,0.176353964586801,29.5,0.183095214735251,29.5,0.209065689366208
,30,0.193519634935413,30,0.176466427610712,30,0.183218458185233,30,0.209156428662104
,30.5,0.193590952972208,30.5,0.176549302345827,30.5,0.183336105056018,30.5,0.209284501705998
,31,0.193868547623844,31,0.176679301159992,31,0.183510209585605,31,0.209434265013913
,31.5,0.194000465613343,31.5,0.176760403682411,31.5,0.18364256099257,31.5,0.209559369678475
,32,0.194040309667806,32,0.17681726281425,32,0.18377244412228,32,0.209631477518807
,32.5,0.193957434374425,32.5,0.176796028290178,32.5,0.183955956386344,32.5,0.209707920575209
,33,0.19404762085249,33,0.176950924171713,33,0.184138404217041,33,0.20990076552961
,33.5,0.194203346217627,33.5,0.177121329374068,33.5,0.184256640084623,33.5,0.21003611204858
,34,0.194169486333101,34,0.177165844831331,34,0.184438489791288,34,0.210149004872507
,34.5,0.194330750507843,34.5,0.177226778852861,34.5,0.184686728082208,34.5,0.210477499224445
,35,0.194420531895981,35,0.177344730555481,35,0.184908623451607,35,0.21078350772326
,35.5,0.194573491941423,35.5,0.17751996022026,35.5,0.185186793746916,35.5,0.211124035334016
,36,0.19458326158737,36,0.177627421841094,36,0.185488436987805,36,0.211446699679781
,36.5,0.194595958027319,36.5,0.177785238674954,36.5,0.185812680334184,36.5,0.211755779102926
,37,0.194612879348884,37,0.177877707214168,37,0.186111845787233,37,0.212138511275226
,37.5,0.194653310435166,37.5,0.177971477601963,37.5,0.186452089253757,37.5,0.21243147809263
,38,0.194779295582575,38,0.178118635333587,38,0.186771339140034,38,0.212751678405178
,38.5,0.194812742716243,38.5,0.178302046652276,38.5,0.187105618639429,38.5,0.213139152490335
,39,0.194870090928909,39,0.17848083612717,39,0.187480797153677,39,0.213555202728005
,39.5,0.194926051599727,39.5,0.178642582784113,39.5,0.187858860617128,39.5,0.214046918725426
,40,0.194958889483673,40,0.17881308976047,40,0.188282605335998,40,0.214518757249915
,40.5,0.195081107550716,40.5,0.179045929789797,40.5,0.188751777455894,40.5,0.215025367806753
,41,0.195209276800672,41,0.179322331623964,41,0.189205555122302,41,0.215567991364447
,41.5,0.195295633798693,41.5,0.179616197962358,41.5,0.189723846144666,41.5,0.216149578091456
,42,0.195367497252855,42,0.179881866582291,42,0.19027280211899,42,0.216771602069424
,42.5,0.195438416276256,42.5,0.180181533719048,42.5,0.190896346334959,42.5,0.217449473163848
,43,0.19548562329308,43,0.180511021690514,43,0.191581829345034,43,0.218345024321215
,43.5,0.195626888525995,43.5,0.180846525997851,43.5,0.192361420472141,43.5,0.21934840252573
,44,0.1958039409973,44,0.181234172914371,44,0.193295675551712,44,0.220524037756133
,44.5,0.195876111316892,44.5,0.181703472448809,44.5,0.194478979914141,44.5,0.221881518096617
,45,0.195951938169741,45,0.182097006358813,45,0.195689504160287,45,0.223406152507433
,45.5,0.195991520957228,45.5,0.182601971072487,45.5,0.197130826293239,45.5,0.225161525873019
,46,0.196142144245507,46,0.183169605484202,46,0.198790244952148,46,0.227435585648776
,46.5,0.196330069655304,46.5,0.183618860925457,46.5,0.200694826139708,46.5,0.229424644331691
,47,0.196313810920571,47,0.184154080689925,47,0.203057406267526,47,0.231790973997454
,47.5,0.196422878843917,47.5,0.184687252777478,47.5,0.205079855216229,47.5,0.234612321928421
,48,0.196520581493766,48,0.185445010935988,48,0.207774455896652,48,0.237148416924136
,48.5,0.196636053078259,48.5,0.18616466782725,48.5,0.210311089581584,48.5,0.239656422857312
,49,0.196817418580552,49,0.187010292309918,49,0.212799517908339,49,0.242098830094089
,49.5,0.19693116462343,49.5,0.187983704239383,49.5,0.215274481970685,49.5,0.244516690671961
,50,0.197070193387546,50,0.18931461334726,50,0.217668229814979,50,0.246522692546495
,50.5,0.197218981856292,50.5,0.190701695675655,50.5,0.219652793385709,50.5,0.248335917545366
