	Measurement	Sample Name	Wavelength (nm)	Temperature Start (°C)	Temperature End (°C)	Run	Ramp Type	gi	file_name	Sample	bg in mM	[Buffer] in mM	Monovalent Ion	Concentration	Concentration Unit	deri_fit_Tm_C	deri_fit_dEd/dT	deri_fit_DTm	direct_melt_Tm_C	direct_melt_DTm	direct_melt_DH_J/mol	direct_melt_DDH	direct_melt_m1	direct_melt_Dm1	direct_melt_n1	direct_melt_Dn1	direct_melt_m2	direct_melt_Dm2	direct_melt_n2	direct_melt_Dn2	direct_melt_DS_J/mol/K	direct_melt_DDS
216	25	1 mM CaCl2	400.0	90.0	21.0	1	Cooling	217	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
217	26	1 mM CaCl2	400.0	21.0	90.0	1	Heating	218	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
218	27	1 mM CaCl2	400.0	90.0	21.0	2	Cooling	219	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
219	28	1 mM CaCl2	400.0	21.0	90.0	2	Heating	220	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
220	29	0.1 mM CaCl2	400.0	90.0	21.0	1	Cooling	221	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
221	30	0.1 mM CaCl2	400.0	21.0	90.0	1	Heating	222	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
222	31	0.1 mM CaCl2	400.0	90.0	21.0	2	Cooling	223	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
223	32	0.1 mM CaCl2	400.0	21.0	90.0	2	Heating	224	2023-08-22_RNA_melting_CaCl2_NaCl_VS.csv																							
224	1	50 mM CaCl2	260.0	90.0	21.0	1	Cooling	225	2023-08-23_RNA_melting_2_VS.csv																							
225	2	50 mM CaCl2	260.0	21.0	90.0	1	Heating	226	2023-08-23_RNA_melting_2_VS.csv																							
226	3	50 mM CaCl2	260.0	90.0	21.0	2	Cooling	227	2023-08-23_RNA_melting_2_VS.csv																							
227	4	50 mM CaCl2	260.0	21.0	90.0	2	Heating	228	2023-08-23_RNA_melting_2_VS.csv																							
228	5	25 mM CaCl2	260.0	90.0	21.0	1	Cooling	229	2023-08-23_RNA_melting_2_VS.csv																							
229	6	25 mM CaCl2	260.0	21.0	90.0	1	Heating	230	2023-08-23_RNA_melting_2_VS.csv																							
230	7	25 mM CaCl2	260.0	90.0	21.0	2	Cooling	231	2023-08-23_RNA_melting_2_VS.csv																							
231	8	25 mM CaCl2	260.0	21.0	90.0	2	Heating	232	2023-08-23_RNA_melting_2_VS.csv																							
232	9	50 mM MgCl2	260.0	90.0	21.0	1	Cooling	233	2023-08-23_RNA_melting_2_VS.csv																							
233	10	50 mM MgCl2	260.0	21.0	90.0	1	Heating	234	2023-08-23_RNA_melting_2_VS.csv																							
234	11	50 mM MgCl2	260.0	90.0	21.0	2	Cooling	235	2023-08-23_RNA_melting_2_VS.csv																							
235	12	50 mM MgCl2	260.0	21.0	90.0	2	Heating	236	2023-08-23_RNA_melting_2_VS.csv																							
236	13	25 mM MgCl2	260.0	90.0	21.0	1	Cooling	237	2023-08-23_RNA_melting_2_VS.csv																							
237	14	25 mM MgCl2	260.0	21.0	90.0	1	Heating	238	2023-08-23_RNA_melting_2_VS.csv																							
238	15	25 mM MgCl2	260.0	90.0	21.0	2	Cooling	239	2023-08-23_RNA_melting_2_VS.csv																							
239	16	25 mM MgCl2	260.0	21.0	90.0	2	Heating	240	2023-08-23_RNA_melting_2_VS.csv																							
240	17	50 mM CaCl2	400.0	90.0	21.0	1	Cooling	241	2023-08-23_RNA_melting_2_VS.csv																							
241	18	50 mM CaCl2	400.0	21.0	90.0	1	Heating	242	2023-08-23_RNA_melting_2_VS.csv																							
242	19	50 mM CaCl2	400.0	90.0	21.0	2	Cooling	243	2023-08-23_RNA_melting_2_VS.csv																							
243	20	50 mM CaCl2	400.0	21.0	90.0	2	Heating	244	2023-08-23_RNA_melting_2_VS.csv																							
244	21	25 mM CaCl2	400.0	90.0	21.0	1	Cooling	245	2023-08-23_RNA_melting_2_VS.csv																							
245	22	25 mM CaCl2	400.0	21.0	90.0	1	Heating	246	2023-08-23_RNA_melting_2_VS.csv																							
246	23	25 mM CaCl2	400.0	90.0	21.0	2	Cooling	247	2023-08-23_RNA_melting_2_VS.csv																							
247	24	25 mM CaCl2	400.0	21.0	90.0	2	Heating	248	2023-08-23_RNA_melting_2_VS.csv																							
248	25	50 mM MgCl2	400.0	90.0	21.0	1	Cooling	249	2023-08-23_RNA_melting_2_VS.csv																							
249	26	50 mM MgCl2	400.0	21.0	90.0	1	Heating	250	2023-08-23_RNA_melting_2_VS.csv																							
250	27	50 mM MgCl2	400.0	90.0	21.0	2	Cooling	251	2023-08-23_RNA_melting_2_VS.csv																							
251	28	50 mM MgCl2	400.0	21.0	90.0	2	Heating	252	2023-08-23_RNA_melting_2_VS.csv																							
252	29	25 mM MgCl2	400.0	90.0	21.0	1	Cooling	253	2023-08-23_RNA_melting_2_VS.csv																							
253	30	25 mM MgCl2	400.0	21.0	90.0	1	Heating	254	2023-08-23_RNA_melting_2_VS.csv																							
254	31	25 mM MgCl2	400.0	90.0	21.0	2	Cooling	255	2023-08-23_RNA_melting_2_VS.csv																							
255	32	25 mM MgCl2	400.0	21.0	90.0	2	Heating	256	2023-08-23_RNA_melting_2_VS.csv																							
256	1	500 mM CaCl2	260.0	90.0	21.0	1	Cooling	257	2023-08-23_RNA_melting_NaCl_VS.csv																							
257	2	500 mM CaCl2	260.0	21.0	90.0	1	Heating	258	2023-08-23_RNA_melting_NaCl_VS.csv																							
258	3	500 mM CaCl2	260.0	90.0	21.0	2	Cooling	259	2023-08-23_RNA_melting_NaCl_VS.csv																							
259	4	500 mM CaCl2	260.0	21.0	90.0	2	Heating	260	2023-08-23_RNA_melting_NaCl_VS.csv																							
260	5	100 mM CaCl2	260.0	90.0	21.0	1	Cooling	261	2023-08-23_RNA_melting_NaCl_VS.csv																							
261	6	100 mM CaCl2	260.0	21.0	90.0	1	Heating	262	2023-08-23_RNA_melting_NaCl_VS.csv																							
262	7	100 mM CaCl2	260.0	90.0	21.0	2	Cooling	263	2023-08-23_RNA_melting_NaCl_VS.csv																							
263	8	100 mM CaCl2	260.0	21.0	90.0	2	Heating	264	2023-08-23_RNA_melting_NaCl_VS.csv																							
264	9	500 mM MgCl2	260.0	90.0	21.0	1	Cooling	265	2023-08-23_RNA_melting_NaCl_VS.csv																							
265	10	500 mM MgCl2	260.0	21.0	90.0	1	Heating	266	2023-08-23_RNA_melting_NaCl_VS.csv																							
266	11	500 mM MgCl2	260.0	90.0	21.0	2	Cooling	267	2023-08-23_RNA_melting_NaCl_VS.csv																							
267	12	500 mM MgCl2	260.0	21.0	90.0	2	Heating	268	2023-08-23_RNA_melting_NaCl_VS.csv																							
268	13	100 mM MgCl2	260.0	90.0	21.0	1	Cooling	269	2023-08-23_RNA_melting_NaCl_VS.csv																							
269	14	100 mM MgCl2	260.0	21.0	90.0	1	Heating	270	2023-08-23_RNA_melting_NaCl_VS.csv																							
270	15	100 mM MgCl2	260.0	90.0	21.0	2	Cooling	271	2023-08-23_RNA_melting_NaCl_VS.csv																							
271	16	100 mM MgCl2	260.0	21.0	90.0	2	Heating	272	2023-08-23_RNA_melting_NaCl_VS.csv																							
272	17	500 mM CaCl2	400.0	90.0	21.0	1	Cooling	273	2023-08-23_RNA_melting_NaCl_VS.csv																							
273	18	500 mM CaCl2	400.0	21.0	90.0	1	Heating	274	2023-08-23_RNA_melting_NaCl_VS.csv																							
274	19	500 mM CaCl2	400.0	90.0	21.0	2	Cooling	275	2023-08-23_RNA_melting_NaCl_VS.csv																							
275	20	500 mM CaCl2	400.0	21.0	90.0	2	Heating	276	2023-08-23_RNA_melting_NaCl_VS.csv																							
276	21	100 mM CaCl2	400.0	90.0	21.0	1	Cooling	277	2023-08-23_RNA_melting_NaCl_VS.csv																							
277	22	100 mM CaCl2	400.0	21.0	90.0	1	Heating	278	2023-08-23_RNA_melting_NaCl_VS.csv																							
278	23	100 mM CaCl2	400.0	90.0	21.0	2	Cooling	279	2023-08-23_RNA_melting_NaCl_VS.csv																							
279	24	100 mM CaCl2	400.0	21.0	90.0	2	Heating	280	2023-08-23_RNA_melting_NaCl_VS.csv																							
280	25	500 mM MgCl2	400.0	90.0	21.0	1	Cooling	281	2023-08-23_RNA_melting_NaCl_VS.csv																							
281	26	500 mM MgCl2	400.0	21.0	90.0	1	Heating	282	2023-08-23_RNA_melting_NaCl_VS.csv																							
282	27	500 mM MgCl2	400.0	90.0	21.0	2	Cooling	283	2023-08-23_RNA_melting_NaCl_VS.csv																							
283	28	500 mM MgCl2	400.0	21.0	90.0	2	Heating	284	2023-08-23_RNA_melting_NaCl_VS.csv																							
284	29	100 mM MgCl2	400.0	90.0	21.0	1	Cooling	285	2023-08-23_RNA_melting_NaCl_VS.csv																							
285	30	100 mM MgCl2	400.0	21.0	90.0	1	Heating	286	2023-08-23_RNA_melting_NaCl_VS.csv																							
286	31	100 mM MgCl2	400.0	90.0	21.0	2	Cooling	287	2023-08-23_RNA_melting_NaCl_VS.csv																							
287	32	100 mM MgCl2	400.0	21.0	90.0	2	Heating	288	2023-08-23_RNA_melting_NaCl_VS.csv																							
288	1	100 mM KCl	260.0	90.0	21.0	1	Cooling	289	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
289	2	100 mM KCl	260.0	21.0	90.0	1	Heating	290	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
290	3	100 mM KCl	260.0	90.0	21.0	2	Cooling	291	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
291	4	100 mM KCl	260.0	21.0	90.0	2	Heating	292	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
292	5	50 mM KCl	260.0	90.0	21.0	1	Cooling	293	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
293	6	50 mM KCl	260.0	21.0	90.0	1	Heating	294	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
294	7	50 mM KCl	260.0	90.0	21.0	2	Cooling	295	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
295	8	50 mM KCl	260.0	21.0	90.0	2	Heating	296	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
296	9	25 mM KCl	260.0	90.0	21.0	1	Cooling	297	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
297	10	25 mM KCl	260.0	21.0	90.0	1	Heating	298	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
298	11	25 mM KCl	260.0	90.0	21.0	2	Cooling	299	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
299	12	25 mM KCl	260.0	21.0	90.0	2	Heating	300	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
300	13	10 mM KCl	260.0	90.0	21.0	1	Cooling	301	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
301	14	10 mM KCl	260.0	21.0	90.0	1	Heating	302	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
302	15	10 mM KCl	260.0	90.0	21.0	2	Cooling	303	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
303	16	10 mM KCl	260.0	21.0	90.0	2	Heating	304	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
304	17	100 mM KCl	400.0	90.0	21.0	1	Cooling	305	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
305	18	100 mM KCl	400.0	21.0	90.0	1	Heating	306	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
306	19	100 mM KCl	400.0	90.0	21.0	2	Cooling	307	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
307	20	100 mM KCl	400.0	21.0	90.0	2	Heating	308	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	100.0	mM																	
308	21	50 mM KCl	400.0	90.0	21.0	1	Cooling	309	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
309	22	50 mM KCl	400.0	21.0	90.0	1	Heating	310	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
310	23	50 mM KCl	400.0	90.0	21.0	2	Cooling	311	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
311	24	50 mM KCl	400.0	21.0	90.0	2	Heating	312	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	50.0	mM																	
312	25	25 mM KCl	400.0	90.0	21.0	1	Cooling	313	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
313	26	25 mM KCl	400.0	21.0	90.0	1	Heating	314	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
314	27	25 mM KCl	400.0	90.0	21.0	2	Cooling	315	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
315	28	25 mM KCl	400.0	21.0	90.0	2	Heating	316	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	25.0	mM																	
316	29	10 mM KCl	400.0	90.0	21.0	1	Cooling	317	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
317	30	10 mM KCl	400.0	21.0	90.0	1	Heating	318	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
318	31	10 mM KCl	400.0	90.0	21.0	2	Cooling	319	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
319	32	10 mM KCl	400.0	21.0	90.0	2	Heating	320	2023-09-19_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	10.0	mM																	
320	1	500 mM KCl	260.0	90.0	21.0	1	Cooling	321	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
321	2	500 mM KCl	260.0	21.0	90.0	1	Heating	322	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
322	3	500 mM KCl	260.0	90.0	21.0	2	Cooling	323	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
323	4	500 mM KCl	260.0	21.0	90.0	2	Heating	324	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
324	5	5 mM KCl	260.0	90.0	21.0	1	Cooling	325	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
325	6	5 mM KCl	260.0	21.0	90.0	1	Heating	326	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
326	7	5 mM KCl	260.0	90.0	21.0	2	Cooling	327	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
327	8	5 mM KCl	260.0	21.0	90.0	2	Heating	328	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
328	9	1 mM KCl	260.0	90.0	21.0	1	Cooling	329	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
329	10	1 mM KCl	260.0	21.0	90.0	1	Heating	330	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
330	11	1 mM KCl	260.0	90.0	21.0	2	Cooling	331	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
331	12	1 mM KCl	260.0	21.0	90.0	2	Heating	332	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
332	13	0.1 mM KCl	260.0	90.0	21.0	1	Cooling	333	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
333	14	0.1 mM KCl	260.0	21.0	90.0	1	Heating	334	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
334	15	0.1 mM KCl	260.0	90.0	21.0	2	Cooling	335	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
335	16	0.1 mM KCl	260.0	21.0	90.0	2	Heating	336	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM	319.66999999997677	0.001161936288577988	0.05999999999994543	332.71121389766114	0.5965569384463255	-279875.2364225457	26300.015956104457	0.0011016262062346445	3.5763407702707243e-06	-0.0036492395719597624	0.0011188228178864044	0.0007479621948862985	1.2447424115993272e-05	0.11122090148772437	0.004397165936564791	-841.1956818162213	80.55585732354366
336	17	500 mM KCl	400.0	90.0	21.0	1	Cooling	337	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
337	18	500 mM KCl	400.0	21.0	90.0	1	Heating	338	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
338	19	500 mM KCl	400.0	90.0	21.0	2	Cooling	339	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
339	20	500 mM KCl	400.0	21.0	90.0	2	Heating	340	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	500.0	mM																	
340	21	5 mM KCl	400.0	90.0	21.0	1	Cooling	341	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
341	22	5 mM KCl	400.0	21.0	90.0	1	Heating	342	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
342	23	5 mM KCl	400.0	90.0	21.0	2	Cooling	343	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
343	24	5 mM KCl	400.0	21.0	90.0	2	Heating	344	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	5.0	mM																	
344	25	1 mM KCl	400.0	90.0	21.0	1	Cooling	345	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
345	26	1 mM KCl	400.0	21.0	90.0	1	Heating	346	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
346	27	1 mM KCl	400.0	90.0	21.0	2	Cooling	347	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
347	28	1 mM KCl	400.0	21.0	90.0	2	Heating	348	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	1.0	mM																	
348	29	0.1 mM KCl	400.0	90.0	21.0	1	Cooling	349	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
349	30	0.1 mM KCl	400.0	21.0	90.0	1	Heating	350	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
350	31	0.1 mM KCl	400.0	90.0	21.0	2	Cooling	351	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
351	32	0.1 mM KCl	400.0	21.0	90.0	2	Heating	352	2023-09-20_RNA_melting_KCl.csv	RNA	16.0	20.0	K(I)	0.1	mM																	
352	1	4.15 mM KCl	260.0	90.0	21.0	1	Cooling	353	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM	323.69999923703386	0.003600187493317848	0.049999999999954525	317.37349891595915	0.5318917696504101	-267563.9219524144	31227.087744509387	0.002848250263854447	2.7715207283037365e-05	-0.47788604366881204	0.008456108369488503	0.0033430181886430757	7.853879736656367e-06	-0.6295767863673037	0.002715314103067517	-843.05691201793	99.80512829694807
353	2	4.15 mM KCl	260.0	21.0	90.0	1	Heating	354	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM	326.62999999997044	0.003701507166747774	0.07999999999992724	312.37371674087456	2.64515173846746	-208963.4330216633	43269.762527928644	0.0030064414273905074	0.00013898191050554877	-0.5321305271527884	0.04172755682982893	0.0036145950699249785	1.2044155851077143e-05	-0.7266923149704536	0.004162021024469597	-668.9533140043474	144.18385137947604
354	3	4.15 mM KCl	260.0	90.0	21.0	2	Cooling	355	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM	323.6899992370339	0.0036455155980341463	0.03999999999996362	316.52297464804155	0.608611356154298	-266260.7098904956	35107.5128053425	0.0028729879949459737	3.0030391386389256e-05	-0.4808381758264836	0.009165095882339514	0.003404194148049249	7.993561370894009e-06	-0.6443165126899247	0.0027616122188990747	-841.2050031646669	112.5336312876798
355	4	4.15 mM KCl	260.0	21.0	90.0	2	Heating	356	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM	325.2499999999717	0.0038289101162574755	0.029999999999972715	322.3365281689582	0.39545792739467606	-241181.16121001987	20182.658602464562	0.002862757479794519	2.830959709036029e-05	-0.48512596692016774	0.008645137768249404	0.0032247083779987393	1.3932326319368003e-05	-0.5908149014075527	0.004856285712383488	-748.2278306466112	63.53158714564582
356	5	1.66 mM KCl	260.0	90.0	21.0	1	Cooling	357	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM	313.8599992370428	0.0014954871639515162	0.05999999999994543	316.04375461325526	2.06927518297937	-121957.75271738457	9827.167144573665	0.0010414711787876576	0.00012781148882695315	0.00844299047047269	0.03770127588664618	0.0007855963861888157	2.166551046127443e-05	0.1032957577125453	0.00758211983020665	-385.8888237377924	33.62090582655584
357	6	1.66 mM KCl	260.0	21.0	90.0	1	Heating	358	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM	316.5599999999796	0.0015149856522416421	0.01999999999998181	324.1548499821971	1.479606437102809	-132629.42524285815	11341.137072445246	0.001311307014566269	3.972218968635582e-05	-0.07524350932061873	0.011817049315764978	0.0008972819278964307	2.0975587141702108e-05	0.0642444469758202	0.007310376183616312	-409.15452984936763	36.85437607747118
358	7	1.66 mM KCl	260.0	90.0	21.0	2	Cooling	359	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM	313.8799992370428	0.001539257409482286	0.03999999999996362	323.36428807447356	3.6206920432888734	-95478.75012696369	14962.190834304565	0.0013035063728341564	0.00011292711510437763	-0.06052484072349959	0.03261883659621889	0.0007183197790251131	7.669302700722689e-05	0.13705427529647343	0.0271040050831274	-295.2668357273086	49.576473680907455
359	8	1.66 mM KCl	260.0	21.0	90.0	2	Heating	360	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	1.66	mM	316.3099999999798	0.001559609590214942	0.03999999999996362	325.40782482278667	1.362278215101156	-119774.60719939081	13277.286565059418	0.0013629380923942103	3.4908950811210376e-05	-0.08083657567327428	0.010239884550659356	0.0009334518222606164	3.010263787966169e-05	0.06459994885931822	0.010476579539941735	-368.07537515306734	42.34288968819158
360	9	0.8 mM KCl	260.0	90.0	21.0	1	Cooling	361	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM	306.0999992370499	0.0010444796640490196	0.06999999999993634	298.6322282154169	3.0138727437034696	-90856.86431531764	3640.6370065132	-0.0010261025952584034	0.0007042094732519571	0.6150251226165583	0.20146966600741378	0.00011344295819566756	1.6105536883046808e-05	0.31826742934927005	0.005712265334593005	-304.243332537366	15.261539992306137
361	10	0.8 mM KCl	260.0	21.0	90.0	1	Heating	362	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM	308.6299999999868	0.0010574927219435587	0.049999999999954525	304.01413633816975	5.0934553931104665	-97479.87371706081	9287.733727479268	-4.1801638079456495e-06	0.0005508110382006663	0.3223893463416942	0.1589715938415035	0.00042115600693982833	1.600756937023227e-05	0.21718716760321344	0.00577574753506731	-320.6425690962909	35.922383353107314
362	11	0.8 mM KCl	260.0	90.0	21.0	2	Cooling	363	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM	306.46999923704954	0.0010911309808532294	0.05999999999994543	296.5737961737522	4.70271762440932	-88370.73996422574	4759.286078615285	-0.0015094819169733762	0.0013563638889881621	0.7648616248326361	0.3874909837366329	0.0001298211314935626	2.2762102144634514e-05	0.32683639544172016	0.008093863464639377	-297.9721779346022	20.772452491934615
363	12	0.8 mM KCl	260.0	21.0	90.0	2	Heating	364	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.8	mM	309.68999999998584	0.0011495570745580354	0.029999999999972715	297.761198508913	8.86018160765498	-89959.08466082813	13650.263981072634	-0.0009589893753985616	0.0018664059291753211	0.6090837021488469	0.5354965814235823	0.0004312758996187881	4.444263912620623e-05	0.22841838141330617	0.01580938166376581	-302.11822464213833	54.83282039481567
364	13	0.08 mM KCl	260.0	90.0	21.0	1	Cooling	365	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM	301.15999923705436	0.000932025465036281	0.08999999999991815	300.06158074856495	2.148572662736053	-119904.20973937436	5064.803037579486	0.00014996288957680955	0.0002848164449991065	0.2924003748901681	0.08182544430126111	0.0002892164672494505	1.610100687793639e-05	0.26883198910199524	0.005392877356365043	-399.5986738463778	19.74051396214849
365	14	0.08 mM KCl	260.0	21.0	90.0	1	Heating	366	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM	303.85999999999115	0.0009467915659763567	0.0	305.83786952062576	0.888534660059821	-221032.3827209895	13656.297007403298	0.0005980401680954548	6.194501430214076e-05	0.1636510355863913	0.018212026932503612	0.0004488653813786873	4.037156574035838e-06	0.21497150244136143	0.001336332332247326	-722.7109679629881	46.751734093803925
366	15	0.08 mM KCl	260.0	90.0	21.0	2	Cooling	367	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM	304.04999923705174	0.0009530961471244711	0.0	310.35947373613936	1.5051516987936706	-99975.04719299637	4753.2561164132885	0.0005292571781999879	9.514751266120723e-05	0.19098746864309332	0.02727947284258926	0.00019734405753382882	2.144175741254912e-05	0.31068605694213164	0.007415579920003257	-322.1266165633239	16.877543570696837
367	16	0.08 mM KCl	260.0	21.0	90.0	2	Heating	368	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	0.08	mM	305.92999999998926	0.0009340939195991715	0.0	311.9336517088792	0.8088563944939924	-209084.69974374352	16437.736997326876	0.0007601235983868993	2.4168609017003697e-05	0.12347969657521961	0.007138503223314733	0.0005310015117798547	5.238958861776924e-06	0.19831519685911894	0.001742903777223483	-670.2858078899344	54.43433841188828
368	17	4.15 mM KCl	400.0	90.0	21.0	1	Cooling	369	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
369	18	4.15 mM KCl	400.0	21.0	90.0	1	Heating	370	2023-09-21_RNA_melting_HEPES_KCl.csv	RNA	0.0	0.0	K(I)	4.15	mM																	
