Temperature (C),Abs,Measurement,Name,norm_Abs,dabs_dt
90.0,0.3086784588611893,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9676213203553482,-0.02652699187148333
89.0,0.3100244355859667,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9941483122268315,-0.0161893398223259
88.0,0.3103213495964775,1,10 mM MgCl2_260.00nm_90.0-21.0C,1.0,-0.0012019091886116273
87.0,0.3101464050728203,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9965521306040548,0.0029879145723754053
86.0,0.3100181366660763,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9940241708552492,0.003481481376249096
85.0,0.3097931050889488,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9895891678515566,0.007565284765975011
84.0,0.3092504131895021,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9788936013232992,0.011810026033625298
83.0,0.3085946261783141,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.965969115784306,0.013055289275742343
82.0,0.3079255652319562,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9527830227718145,0.01455801731070322
81.0,0.307117281701862,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9368530811628996,0.017115128294194704
80.0,0.3061887256809681,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9185527661834251,0.017758812587871597
79.0,0.3053151212067132,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.9013354559871564,0.018604538368023504
78.0,0.304300741114915,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.8813436894473781,0.021319502912097554
77.0,0.3031516226206292,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.8586964501629613,0.022281020066530433
76.0,0.3020396679740823,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.8367816493143172,0.02279150553811632
75.0,0.300838745523553,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.8131134390867286,0.024345325668755913
74.0,0.299569109543181,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.7880909979768054,0.024775614417718972
73.0,0.2983245214826312,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.7635622102512907,0.024331354748878598
72.0,0.2970999688782344,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.7394282884790482,0.023805334604801942
71.0,0.295908761229163,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.7159515410416868,0.024148522558903207
70.0,0.2946493819847399,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.6911312433612418,0.02333805363426822
69.0,0.2935404205484316,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.6692754337731504,0.021750751412229985
68.0,0.2924421203932925,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.6476297405367818,0.02076329413279332
67.0,0.2914333659100585,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.6277488455075637,0.019880746993072518
66.0,0.2904246264495008,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.6078682465506368,0.01893562858466641
65.0,0.2895117823797834,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.5898775883382309,0.01739537484862197
64.0,0.288659347538235,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.5730774968533928,0.017988123161281067
63.0,0.2876863514967935,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.5539013420156688,0.018038194792332818
62.0,0.2868288353968579,1,10 mM MgCl2_260.00nm_90.0-21.0C,0.5370011072687272,0.016449558622236404
